Date,AAPL,AXP,BA,CAT,CSCO,CVS,DIS,DOW,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,UTX,V,VZ,WBA,WMT,XOM
7/9/2014,95.39,94.74,126.79,110.14,25.44,76.84,87.22,#N/A N/A,164.67,80.73,188.42,30.89,106.04,56.02,41.95,101.07,144.68,58.55,41.67,39.345,30.05,81.67,94.7,82.74,113.84,54.04,48.9,#N/A N/A,77.21,103.55
7/10/2014,95.035,94.46,126.79,109.36,25.44,76.61,86.86,#N/A N/A,163.42,79.4,187.7,31.26,105.8,55.56,42.26,100.58,143.89,58.58,41.685,38.75,30,81.61,94.3,82.08,113.51,53.885,49.64,#N/A N/A,77.06,102.57
7/11/2014,95.23,94.47,128.09,109.96,25.52,76.9,86.89,#N/A N/A,164.8,79.61,188,31.25,105.1,55.8,41.97,100.37,144.31,58.44,42.09,38.645,30.07,81.16,94.68,82.87,114.13,54.25,50.32,#N/A N/A,76.82,101.74
7/14/2014,96.45,94.54,129.52,110.09,25.44,77.29,86.76,#N/A N/A,167,79.46,189.86,31.49,105.38,56.29,42.38,100.47,145,58.18,42.14,38.975,30.24,81.32,95.56,84.27,114.88,55.2575,50.53,#N/A N/A,76.55,102.68
7/15/2014,95.32,94.45,129.1,109.85,25.67,77.41,86.15,#N/A N/A,169.17,79.86,188.49,31.71,103.28,58.27,42.1,100.3,145.06,57.91,42.45,39.015,30.41,81.26,95.95,83.9,114.84,55.445,50.71,#N/A N/A,76.84,102.39
7/16/2014,94.78,94.47,127.42,111.4,25.98,77.03,85.35,#N/A N/A,170.47,79.66,192.36,34.65,102.22,58.71,42.12,99.27,146.17,58.15,44.08,38.46,30.96,80.94,95.62,83.76,114.36,55.6675,50.96,#N/A N/A,76.86,103.77
7/17/2014,93.08,92.99,125.88,109.07,25.63,76.11,85.03,#N/A N/A,170.14,79.55,192.49,33.7,100.37,57.86,42.02,98.37,143.54,57.6,44.53,38.265,30.55,80.4,94.7,85.11,112.77,54.47,50.32,#N/A N/A,76.61,102.31
7/18/2014,94.43,93.53,127.64,110.17,25.91,77.47,85.81,#N/A N/A,171.47,80.08,192.5,33.76,101.8,58.23,42.43,98.99,144.83,58.34,44.71,38.76,30.73,80.55,95.34,85.52,113.57,55.05,50.75,#N/A N/A,77.09,102.73
7/21/2014,93.95,92.88,128.3,110.23,25.85,77.04,85.74,#N/A N/A,171.72,79.71,190.85,34.06,101.27,58.24,42.4,97.55,144.3,58,44.835,38.41,30.35,80.28,95.26,85.06,112.98,54.805,50.7,#N/A N/A,76.77,103.08
7/22/2014,94.72,93.37,129.74,110.06,25.95,77.87,86.21,#N/A N/A,175.02,80.54,194.09,34.81,102.47,58.67,41.19,96.27,145.12,58.43,44.83,38.52,30.49,80.1,91.63,86.05,110.86,55.315,50.98,#N/A N/A,76.64,103.54
7/23/2014,97.19,93.28,126.71,108.38,25.68,78.13,86.04,#N/A N/A,176.82,81.02,193.63,34.5,102.19,59,40.81,95.35,144.68,58.11,44.87,38.685,30.39,79.99,91.78,85.94,109.73,55.3,50.91,#N/A N/A,76.99,104.25
7/24/2014,97.03,93.15,124.4,105.04,25.83,78.89,86.8,#N/A N/A,176.26,81.2,195.24,34.25,102.2,59.17,40.97,95.35,145.13,58.21,44.4,39.3,30.34,80.26,92.88,85.68,108.95,55.685,51.05,#N/A N/A,76.35,104.28
7/25/2014,97.69,91.93,123.2,104.85,25.97,79.12,86.23,#N/A N/A,175.4,81.03,194.4,34.25,102.11,59.01,41,95.72,145.12,58.15,44.5,38.86,30.19,79.56,92.1,84.68,108.88,53.6925,51.28,#N/A N/A,75.97,103.18
7/28/2014,99.02,91.86,123.06,104.15,25.92,78.38,87.15,#N/A N/A,175.95,81.07,195.78,34.23,102.11,59.19,40.68,95.78,145.53,57.97,43.97,39.2,30.1,79.26,91.88,85.75,108.99,53.555,51.58,#N/A N/A,75.71,104.37
7/29/2014,98.38,91.71,122.32,104.69,25.71,77.81,86.2,#N/A N/A,175.54,80.98,194.57,34.19,101.96,58.64,40.35,95.82,144.02,58.58,43.885,39.05,29.73,78.65,91.12,84.27,107.33,53.375,51.97,#N/A N/A,75.44,103.55
7/30/2014,98.13,90.91,122.29,103.38,25.63,77.74,87.21,#N/A N/A,175.76,81.76,194,34.35,102.3,58.91,39.62,95.95,143.74,58.08,43.58,39.805,29.26,78.16,90.94,82.95,106.38,53.515,51.76,#N/A N/A,74.78,103.25
7/31/2014,95.57,88,120.48,100.75,25.23,76.36,85.88,#N/A N/A,172.87,80.85,191.67,33.89,100.09,57.67,39.29,94.56,140.89,56.74,43.16,38.565,28.7,77.32,89.56,81.05,105.15,52.7525,50.42,#N/A N/A,73.58,98.94
8/1/2014,96.13,86.47,120.38,100.52,24.99,76.49,85.38,#N/A N/A,170.25,79.75,189.15,33.74,99.9,56.48,39.29,94.3,140.11,56.8,42.86,38.39,28.86,79.65,89.61,81.49,104.75,52.9525,49.83,#N/A N/A,73.54,98.8
8/4/2014,95.59,86.93,119.93,101.81,25.16,77.37,87.24,#N/A N/A,171.69,80.03,189.64,34.05,100.16,56.65,39.4,94.31,140.75,57.06,43.37,38.58,28.75,79.22,89.9,82.27,105.05,53.04,50.21,#N/A N/A,73.54,100.13
8/5/2014,95.12,86.36,121.27,101.5,24.97,77.27,86.75,#N/A N/A,169.42,80.03,187.1,32.82,99.82,56.06,39.18,93.43,139.78,56.03,43.08,38.46,28.41,79.41,89.12,80.99,105.02,52.635,49.66,#N/A N/A,73.34,98.2
8/6/2014,94.97,86.4,118.34,101.49,24.94,77.03,86.59,#N/A N/A,169.74,80.52,185.97,32.86,100.71,56.23,39.92,93.47,139.55,55.93,42.77,38.57,28.28,81.09,89.7,81.5,103.79,52.6725,49.13,#N/A N/A,74.2,98.98
8/7/2014,94.48,86.02,119.84,101.94,24.86,76.11,85.51,#N/A N/A,169.1,80.47,184.3,32.68,99.93,55.91,39.35,93.31,139.13,55.64,43.23,38.175,28.04,80.14,89.9,79.26,104.22,52.26,48.65,#N/A N/A,73.95,98.27
8/8/2014,94.74,87.47,120.63,103.28,25.03,77.81,86.85,#N/A N/A,172.26,82.43,186.63,32.6,101.08,56.34,39.45,93.55,140.85,56.55,43.2,38.53,28.34,80.95,90.48,80.12,105.96,52.615,48.7,#N/A N/A,74.67,99.74
8/11/2014,95.99,86.95,120.8,104.5,25.23,78.36,87.5,#N/A N/A,172.46,82.88,187.47,33.02,101.16,56.32,39.57,93.53,140.58,56.66,43.2,38.53,28.25,81.48,90.66,79.87,105.72,52.645,48.67,#N/A N/A,74.36,98.73
8/12/2014,95.97,87.08,120.47,104.33,25.15,78.67,87.21,#N/A N/A,172.33,82.92,187.34,33.13,100.63,56.35,39.68,93.56,140.88,57.03,43.52,38.365,28.08,81.42,91.09,80.22,104.91,52.575,48.84,#N/A N/A,74.22,98.49
8/13/2014,97.24,87.4,121.98,105.16,25.2,78.91,87.6,#N/A N/A,172.37,83.12,187.95,34.1,101.74,56.72,39.94,93.96,141.8,57.85,44.08,38.625,28.21,81.48,91.27,81.51,105.56,52.8575,48.92,#N/A N/A,74.03,99.09
8/14/2014,97.5,87.27,124.11,105.66,24.54,79.3,88.61,#N/A N/A,172.73,83.86,187.88,33.94,102.02,56.98,40.18,93.66,142.34,58.78,44.27,38.65,28.73,81.95,92.22,81.82,105.77,53.13,49,#N/A N/A,74.39,99.09
8/15/2014,97.98,86.6,123.16,105.74,24.43,78.91,89.28,#N/A N/A,171.9,83.69,187.38,34.16,101.17,56.75,40.88,93.79,141.92,58.61,44.79,38.565,28.64,81.78,92.13,81.47,105.63,52.5475,48.8,#N/A N/A,73.9,99.03
8/18/2014,99.16,87.16,124.98,106.98,24.63,79.15,89.97,#N/A N/A,174.55,83.59,189.36,34.41,102.7,57.23,41.35,94.25,144.12,58.42,45.11,39.275,28.84,82.44,92.99,82.34,108.09,53.58,48.78,#N/A N/A,74.49,99.52
8/19/2014,100.56,88.12,125.58,107.3,24.64,79.53,90.09,#N/A N/A,173.96,88.23,190.07,34.34,102.96,57.56,41.26,94.45,144.25,58.91,45.33,39.255,28.94,82.69,92.91,83.47,108.56,53.75,48.7,#N/A N/A,74.88,99.49
8/20/2014,100.57,88.49,127.35,107.7,24.7,79.61,89.84,#N/A N/A,174.03,90.75,190.1,34.5,103.21,57.64,41.25,94.19,144.6,59.48,44.95,39.455,28.89,82.81,93.11,83.43,109.71,54.05,48.82,#N/A N/A,74.96,99.7
8/21/2014,100.58,89.14,127.5,107.97,24.89,78.98,90.38,#N/A N/A,175.15,91.15,191.23,35.15,104.19,58.5,41.41,94.53,144.5,58.85,45.22,39.47,28.82,83.28,93.94,83.77,110.06,53.9375,48.87,#N/A N/A,75.55,99.28
8/22/2014,101.31,88.88,127.46,107.31,24.65,79.24,90.49,#N/A N/A,175.47,91.03,190.41,34.94,103.1,58.49,41.12,94.45,144.13,59.17,45.16,39.645,28.92,83.39,93.75,83.78,109.39,54.0225,48.64,#N/A N/A,75.73,98.5
8/25/2014,101.54,89.59,128.33,107.97,24.69,79.21,90.38,#N/A N/A,177.87,91.2,191.16,34.81,103.23,59.34,41.41,94.44,144.7,59.73,45.17,40.005,28.91,83.54,94.29,84.24,109.82,54.005,49.15,#N/A N/A,75.69,98.75
8/26/2014,100.89,89.15,128.6,108.06,24.81,79.35,90.02,#N/A N/A,177.9,91.63,192.99,34.8,103.44,59.74,41.6,94.11,144.6,60.2,45.005,39.74,29.21,83.38,94.2,85.12,109.68,54.1825,49.25,#N/A N/A,75.52,99.64
8/27/2014,102.13,89.24,128.2,108.55,24.8,79.43,90.37,#N/A N/A,177.81,91.87,192.25,34.79,103.22,59.59,41.6,94.65,143.94,60.28,44.87,39.86,29.49,83.31,94.76,86.38,109.09,54.2825,49.43,#N/A N/A,75.85,99.53
8/28/2014,102.25,89.02,127.11,108.65,24.85,79.43,90.23,#N/A N/A,177.65,92.51,192,34.65,102.95,59.16,41.63,94.14,143.98,60,44.88,39.41,29.38,83.03,94.34,86.34,109.11,53.65,49.41,#N/A N/A,75.9,99.57
8/29/2014,102.5,89.55,126.8,109.07,24.99,79.45,89.88,#N/A N/A,179.11,93.5,192.3,34.92,103.73,59.45,41.72,93.72,144,60.11,45.43,39.275,29.39,83.11,94.71,86.68,107.98,53.13,49.82,#N/A N/A,75.5,99.46
9/1/2014,102.5,89.55,126.8,109.07,24.99,79.45,89.88,#N/A N/A,179.11,93.5,192.3,34.92,103.73,59.45,41.72,93.72,144,60.11,45.43,39.275,29.39,83.11,94.71,86.68,107.98,53.13,49.82,#N/A N/A,75.5,99.46
9/2/2014,103.3,89.72,125.48,108.92,24.88,79.73,90.8,#N/A N/A,179.77,91.15,191.56,34.57,103.36,59.67,41.64,92.8,144.22,59.79,45.09,39.64,29.26,82.98,94.52,86.39,109.04,53.6825,49.77,#N/A N/A,75.75,98.49
9/3/2014,98.94,90.14,125.94,108.46,25.04,80.36,90.94,#N/A N/A,179.6,89,191.95,34.57,103.76,59.7,41.78,93.14,143.82,60.48,44.96,39.41,29.4,82.9,94.47,86.79,109.2,53.725,49.88,#N/A N/A,76.01,99.11
9/4/2014,98.12,89.65,125.46,108.82,24.91,80.31,90.14,#N/A N/A,180.08,89.93,190.68,34.905,103.84,59.71,41.87,93.01,143.61,60.08,45.26,39.96,29.37,83.7,94.26,87.06,109.22,53.565,49.72,#N/A N/A,76.56,98.36
9/5/2014,98.97,89.61,124.69,108.54,25,81.64,90.94,#N/A N/A,179.75,91.61,191.2,35,104.42,59.91,41.84,93.07,144.2,61.18,45.91,41.02,29.65,83.77,94.21,87.75,108.7,53.5525,49.94,#N/A N/A,77.51,99.26
9/8/2014,98.36,88.93,127.98,107.91,24.95,81.4,90.56,#N/A N/A,180.11,90.82,190.14,35.33,104.05,59.89,41.78,92.5,144.89,61.05,46.47,41.2,29.4,83.32,93.27,87.91,108.6,53.9425,49.53,#N/A N/A,76.53,97.77
9/9/2014,97.99,87.9,128.21,107.4,24.86,80.86,89.6,#N/A N/A,177.4,88.93,189.99,34.91,103.8,59.06,41.94,91.09,144.46,60.56,46.76,40.92,29.23,82.99,92.85,88.56,108.67,53.57,48.9,#N/A N/A,76.74,97.39
9/10/2014,101,88.41,128.22,105.93,24.93,80.91,89.52,#N/A N/A,179.87,89.25,191.54,35.02,104.99,59.22,42.17,93,144.64,60.76,46.84,41.235,29.44,83.64,93.17,87.25,108.5,54.22,48.75,#N/A N/A,76.51,96.81
9/11/2014,101.43,88.42,127.64,105.59,25.18,81.09,89.97,#N/A N/A,181,89.22,191.72,35.02,104.55,59.76,41.95,92.96,144.35,60.1,47,40.91,29.63,83.49,92.92,87.08,108.51,53.7375,49.01,#N/A N/A,76.1,97.03
9/12/2014,101.66,87.64,126.95,105.02,25.16,80.57,89.67,#N/A N/A,183.17,88.84,191.28,34.62,104.58,60.03,41.46,93.34,143.94,59.55,46.695,40.92,29.43,83.26,92.42,86.18,108.35,53.51,48.4,#N/A N/A,75.77,95.78
9/15/2014,101.63,87.38,126.31,104.86,25.06,81.24,90.08,#N/A N/A,183.98,89.38,191.81,34.54,104.72,59.94,41.5,93.47,144.48,59.52,46.24,40.805,29.92,83.87,93.55,86.03,108.32,53.66,48.56,#N/A N/A,75.81,96.29
9/16/2014,100.86,88.36,127.32,104.86,25.22,82.22,90.27,#N/A N/A,184.04,90.27,192.96,34.93,105.88,59.99,41.64,93.75,144.85,59.99,46.76,40.6,30.05,84.08,93.64,87.16,108.54,54.325,48.96,#N/A N/A,76.32,97.43
9/17/2014,101.58,89.07,127.76,103.99,25.205,82.24,90.33,#N/A N/A,184.82,91.22,192.8,34.98,106.19,60.31,41.61,93.53,145.37,59.88,46.52,40.755,30.35,84.16,93.65,86.99,108.03,53.8825,49.21,#N/A N/A,76.24,97.08
9/18/2014,101.79,90.1,128.58,104.34,25.22,81.18,90.34,#N/A N/A,187.89,92.09,193.75,35.17,107.35,61.32,41.79,93.48,146.84,60.31,46.68,40.985,30.58,84.19,94.78,87.63,108.52,54.11,49.69,#N/A N/A,76.22,96.61
9/19/2014,100.96,89.7,129.35,102.51,25.2,81.37,90.49,#N/A N/A,186.2,92.34,194,34.82,107.99,61.11,42.05,94.36,146.69,60.49,47.52,40.905,30.4,84.47,94.61,87.8,108.45,54.0625,50.35,#N/A N/A,76.84,97.12
9/22/2014,101.06,88.99,128.61,100.9,24.97,80.6,89.29,#N/A N/A,185.29,91.89,193.11,34.71,107.88,60.91,42.22,93.93,145.71,60.58,47.06,40.355,30.18,84.81,94.6,87.77,106.47,53.47,50.18,#N/A N/A,76.31,96.54
9/23/2014,102.64,88.31,127.38,99.99,24.7,79.99,88.31,#N/A N/A,185.09,91.49,191.62,34.42,107.46,60.94,41.89,93.51,144.37,60.28,46.56,40.06,30.05,84.44,93.55,86.59,105.42,53.115,49.91,#N/A N/A,75.6,96.03
9/24/2014,101.75,88.52,128.58,101.2,24.98,80.82,89.45,#N/A N/A,187.81,93.02,192.31,34.75,108.64,61.63,42.27,95,144.88,60.36,47.08,40.42,30.31,85.24,94.79,88.21,106.07,53.6025,50.07,#N/A N/A,77.08,95.82
9/25/2014,97.87,86.76,127.14,99.51,24.54,79.84,88.07,#N/A N/A,184.09,91.9,189.01,34.14,107.1,60.15,41.78,94.16,142.48,59.64,46.04,39.875,29.98,84.33,93.7,86.18,104.49,52.6775,49.61,#N/A N/A,76.12,94.25
9/26/2014,100.75,88.37,128.69,100.38,25,80.29,88.74,#N/A N/A,185.12,92.84,190.06,34.26,107.1,60.56,42.2,94.7,142.42,59.39,46.41,44.75,29.72,84.58,94.4,86.6,105.24,52.985,49.77,#N/A N/A,76.49,95.43
9/29/2014,100.11,87.95,128.77,99.83,25.12,80.03,88.83,#N/A N/A,183.83,92.88,189.64,34.9,106.54,60.33,42.25,96.22,142.19,59.41,46.44,44.56,29.77,84.44,93.77,86.51,105.08,52.7325,49.75,#N/A N/A,76.08,94.43
9/30/2014,100.75,87.54,127.38,99.03,25.17,79.59,89.03,#N/A N/A,183.57,91.74,189.83,34.82,106.59,60.24,42.66,94.81,141.68,59.28,46.36,44.6,29.57,83.74,93.94,86.25,105.6,53.3425,49.99,#N/A N/A,76.47,94.05
10/1/2014,99.18,85.81,124.67,97.61,25.03,79.14,87.49,#N/A N/A,180.7,91.02,187.17,33.99,104.3,59.77,42.74,94.19,139.18,58.71,45.9,43.85,29.15,83.14,93.1,84.88,103.84,52.5025,49.43,#N/A N/A,76.12,92.86
10/2/2014,99.9,85.87,124.17,97.41,25.06,80.06,86.79,#N/A N/A,182.88,92.24,186.91,33.52,103.85,58.84,42.66,94.12,138.67,58.85,45.76,44.65,29.06,83.05,93.07,84.9,103.24,52.43,49.29,#N/A N/A,76.23,93.3
10/3/2014,99.62,87.16,126.36,97.39,25.31,81.33,88.45,#N/A N/A,188.07,93.54,188.67,34.03,105.13,60.3,43,94.86,140.17,59.9,46.09,45.145,29.22,83.79,94.46,86.02,104.42,52.9975,49.71,#N/A N/A,77.32,93.92
10/6/2014,99.62,87.03,126.26,98,25.01,81.34,88.56,#N/A N/A,187.48,93.26,189.04,34.11,104.86,60.18,43.6,93.84,140.34,59.58,46.09,44.61,29.17,83.57,94.7,85.09,104.22,52.9475,50.08,#N/A N/A,77.35,94.52
10/7/2014,98.75,85.35,123.32,94.7,24.635,81.03,87.11,#N/A N/A,183.8,92.47,185.71,33.47,102.39,59.27,43.92,92.81,137.68,58.46,45.53,44.035,28.79,83.16,93.66,84.19,101.42,52.0125,49.68,#N/A N/A,77.3,93.37
10/8/2014,100.8,87.41,124.98,96.65,24.66,82.52,88.11,#N/A N/A,186.64,94.09,189.36,34.27,104.91,60.4,44.55,93.83,141.41,60.18,46.78,44.415,29.38,84.18,94.45,86.62,102.63,53.09,49.87,#N/A N/A,78.24,94.61
10/9/2014,101.02,85.89,122.76,93.5,24.19,81.95,85.71,#N/A N/A,181.27,93.07,186.42,33.62,102.08,59.08,43.87,92.72,138.64,59.21,45.85,43.615,28.99,83.66,93.89,84.94,99.94,51.9275,48.93,#N/A N/A,77.86,91.82
10/10/2014,100.73,84.99,121.5,93.13,23.34,82.48,86.27,#N/A N/A,180.38,92.55,185.93,31.91,101.23,58.52,44.47,92.3,133.83,58.66,44.03,43.595,29.13,84.69,94.04,85.39,99.94,51.245,48.94,#N/A N/A,78.29,91.6
10/13/2014,99.81,82.78,120.45,91.68,22.93,80.12,83.91,#N/A N/A,178.77,90.6,183.52,31.47,99.12,58.16,44.07,90.73,132.9,56.14,43.65,42.695,28.47,83.37,93.52,83.95,99.31,51.07,48.37,#N/A N/A,77.56,90.84
10/14/2014,98.75,82.74,122.29,92.8,23.055,80.68,84.14,#N/A N/A,178.7,90.1,183.8,32.14,97.01,57.99,43.64,91.1,134.18,56.33,43.73,42.545,28.46,83.55,93.68,82.82,100.12,50.68,48.22,#N/A N/A,77.98,90.55
10/15/2014,97.54,80.93,120.19,92.59,22.96,78.99,82.08,#N/A N/A,177.24,87.85,181.75,31.275,98.21,55.53,43.23,90.44,134.22,54.73,43.22,42.59,28.19,82.95,91.99,82.16,99.17,50.0625,47.92,#N/A N/A,75.2,90.22
10/16/2014,96.26,80.24,120.29,93.24,22.82,78.81,81.74,#N/A N/A,172.58,88.88,179.84,30.85,96.78,55.08,42.56,89.91,135.05,53.43,42.74,43.52,27.7,82.24,91.81,85.39,99.23,50.75,47.67,#N/A N/A,73.82,90.6
10/17/2014,97.67,82.58,123.24,95.05,23.25,79.96,83.83,#N/A N/A,176.91,90.24,182.05,31.38,98.7,56.2,42.88,91.04,137.4,54.02,43.63,43.59,27.83,83.27,93.24,88.18,101.53,51.5,48.07,#N/A N/A,74.1,91.21
10/20/2014,99.76,84.01,124.31,94.03,22.93,81.76,85.52,#N/A N/A,177.84,91.85,169.1,31.58,99.2,56.63,43.29,91.59,137.6,54.05,44.08,44.45,27.93,84.18,93.2,88.54,101.48,51.9625,48.48,#N/A N/A,75.14,91.77
10/21/2014,102.47,85.64,127.12,95.89,23.51,82.92,87.54,#N/A N/A,180.18,94.2,163.23,32.61,100.36,57.93,40.68,91.01,140.93,55.13,44.88,45.32,28.28,84.61,94.24,90.95,101.98,53.3275,48.69,#N/A N/A,76.02,93.65
10/22/2014,102.99,83.96,121.45,94.57,23.26,83.25,87.1,#N/A N/A,176.83,93.34,161.79,32.27,101.22,57.45,40.62,90.94,138.95,55.51,44.38,44.93,28.3,84.23,95.58,89.77,101.18,52.73,48.31,#N/A N/A,76.03,93.13
10/23/2014,104.83,85.61,122.03,99.27,23.565,83.6,87.99,#N/A N/A,180.06,94.8,162.18,32.69,102.63,58.06,40.86,91.02,145.05,56.63,45.02,45.185,28.6,83.23,96.77,90.66,103.18,53.57,48.22,#N/A N/A,76.25,94.11
10/24/2014,105.22,86.4,122.24,99.44,23.78,84.29,88.61,#N/A N/A,183.35,94.99,162.08,33.18,103.13,58.74,41.03,91.67,148.59,57.61,46.13,45.45,29.11,85.16,97.73,91.64,103.82,53.37,48.77,#N/A N/A,76.38,94.49
10/27/2014,105.11,86.63,122.12,98.54,23.76,84.84,88.45,#N/A N/A,183.91,95.47,161.87,33.2,104.07,58.64,40.76,92.01,149.56,56.45,45.91,45.82,29.03,85.95,98.87,92.13,104.19,53.3525,49.42,#N/A N/A,76.59,93.71
10/28/2014,106.74,88.01,123.61,101.16,24.065,85.2,89.93,#N/A N/A,186.32,96.59,163.6,33.74,104.79,59.63,40.56,92.6,151.06,55.85,46.49,46.225,29.09,86.47,99.73,92.64,106.27,54.1775,49.96,#N/A N/A,76.35,95.1
10/29/2014,107.34,88.34,123.08,100.19,24.1,85.19,89.53,#N/A N/A,186.08,96.42,163.46,33.92,105.56,59.29,40.96,92.73,151.01,56.2,46.62,45.975,29.49,86.54,99.42,92.96,105.85,53.665,49.83,#N/A N/A,76.39,94.59
10/30/2014,106.98,88.74,123.82,100.16,24.08,85.55,90.22,#N/A N/A,186.97,97.52,164.35,32.58,107.04,59.39,41.4,93.38,152.1,57.31,46.05,46.5,29.84,86.94,100,93.88,106.34,59.1625,49.9,#N/A N/A,76.45,94.45
10/31/2014,108,89.95,124.91,101.41,24.47,85.81,91.38,#N/A N/A,189.99,97.52,164.4,34.01,107.78,60.48,41.88,93.73,153.77,57.94,46.95,46.485,29.95,87.27,100.8,95.01,107,60.3575,50.25,#N/A N/A,76.27,96.71
11/3/2014,109.4,90.85,126.03,100.22,24.58,86.12,91.71,#N/A N/A,190.83,96.09,164.36,34.31,107.46,60.88,41.81,93.61,153.3,58.92,47.44,46.725,30.19,87.38,99.95,94.86,106.3,60.385,50.39,#N/A N/A,76.28,95.26
11/4/2014,108.6,91.38,125.84,98.61,24.88,85.47,90.35,#N/A N/A,190.27,95.96,162.65,34.54,108.62,60.25,41.82,94.47,155.05,59.37,47.57,46.975,30.28,88.64,101.13,94.98,106.88,60.7425,50.33,#N/A N/A,77.26,94.52
11/5/2014,108.86,92.42,124.22,99.41,25.15,87.5,91,#N/A N/A,189.84,95.78,161.82,33.76,108.82,61.15,42.31,94.64,155.69,59.57,47.86,47.34,30.04,89,101.49,95.8,107.93,62.3825,50.34,#N/A N/A,77.7,95.07
11/6/2014,108.7,91.58,124.58,100.91,25.26,88.43,92,#N/A N/A,191,97.29,161.46,33.82,109.01,61.23,42.29,94.66,156.05,59.26,48.7,47.3,30.04,88.9,101.91,96.21,108.58,62.5225,50.28,#N/A N/A,77.81,96.26
11/7/2014,109.01,92.26,124.45,101.76,25.33,88.38,90,#N/A N/A,190.71,97.65,162.07,33.58,108.2,61.47,42.32,95.1,156.55,59.34,48.68,46.89,29.92,89.13,102.37,93.61,109.08,63.1075,50.86,#N/A N/A,78.77,96.59
11/10/2014,108.83,92.4,124.64,102.21,25.15,89.19,89.78,#N/A N/A,191.8,98.16,163.49,33.26,108.82,61.93,42.39,95.11,157.66,58.81,48.89,47.48,30.2,89.45,102.99,94.75,109,62.5525,50.72,#N/A N/A,79.44,96.28
11/11/2014,109.7,91.74,125.36,102.53,25.15,89.76,89.98,#N/A N/A,191.88,98.14,163.3,33.31,108.91,61.37,42.51,95.14,157.11,59.37,48.87,47.44,30.32,89.67,102.94,95.69,108.26,62.4325,50.61,#N/A N/A,79.01,96.41
11/12/2014,111.25,91.55,125.87,102.99,25.11,89.29,89.9,#N/A N/A,190.18,98.49,161.92,33.38,108.75,60.56,42.71,95.33,157.68,59.31,48.78,47.905,30.42,89.48,103.06,95.68,108.14,62.9875,50.82,#N/A N/A,79.2,95.38
11/13/2014,112.82,91.07,128.53,101.11,25.68,90.13,90.49,#N/A N/A,190.24,99,162.79,33.68,109.07,60.23,42.79,95.48,158.35,59.54,49.61,48.06,30.42,88.6,103.23,95.9,108.14,62.73,51.2,#N/A N/A,82.94,94.66
11/14/2014,114.18,90.67,128.86,101.34,26.32,89.13,90.8,#N/A N/A,189.98,98.24,164.16,33.95,108.16,60.28,42.73,96.21,158.85,59.07,49.58,47.75,30.34,88.11,102.43,95.11,107.45,62.21,51.5,#N/A N/A,82.96,95.09
11/17/2014,113.99,90.13,128.42,101.7,26.465,90.12,90.41,#N/A N/A,189.93,98.03,164.16,34.24,108.3,60.38,42.92,95.97,158.69,59.46,49.46,48.03,30.32,87.84,102.75,96.47,107.37,62.45,51.4,#N/A N/A,83.57,95.11
11/18/2014,115.47,90.58,130.66,102.04,26.595,90.12,90.28,#N/A N/A,189.64,95.98,161.89,34.71,108.83,60.53,43.53,96.41,160.15,59.89,48.74,48.235,30.59,87.95,102.85,98.19,108.8,62.4325,51.22,#N/A N/A,83.79,94.87
11/19/2014,114.67,90.5,131.61,101.3,26.59,89.59,89.82,#N/A N/A,189.19,96.7,161.43,34.35,108.76,60.6,44.22,96.56,158.83,59.64,48.22,48.475,30.44,88.73,103.03,96.86,108.66,62.465,50.49,#N/A N/A,84.99,95.61
11/20/2014,116.31,90.62,131.7,102.09,26.81,89.25,88.9,#N/A N/A,189.75,97.57,160.64,35.95,108.18,60.12,44.25,96.64,159.36,59.38,48.7,48.65,30.44,88.47,103.46,96.85,108.82,62.9175,50.19,#N/A N/A,84.58,95.82
11/21/2014,116.47,90.39,132.78,106.45,26.88,89.33,88.96,#N/A N/A,189.59,98.28,160.92,35.59,107.86,60.45,44.5,96.68,160.16,59.66,47.98,48.71,30.45,88.6,103.81,96.71,110.3,63.555,50.21,#N/A N/A,84.65,96.81
11/24/2014,118.625,91.04,134.61,105.96,27.03,90.87,90.58,#N/A N/A,190.07,98.4,162.15,36.25,106.88,60.96,44.27,97.17,159.88,59.25,47.59,48.975,30.22,88.11,103.79,96.9,108.79,63.655,49.5,#N/A N/A,85.4,95.72
11/25/2014,117.6,91.4,134.81,106.24,27.28,90.29,91.65,#N/A N/A,188.86,97.01,161.76,36.32,106.7,60.3,44.43,97,158.06,59.34,47.47,48.645,30.47,88.8,103.43,97.9,111.71,64.315,49.34,#N/A N/A,84.95,94.78
11/26/2014,119,91.45,134.78,105.79,27.425,90.89,91.92,#N/A N/A,188.52,97.7,161.95,36.9,107.21,60.34,44.29,96.22,158.31,59.75,47.75,48.9,31.1,88.88,104.37,98.11,110.16,64.315,50.04,#N/A N/A,84.98,94.48
11/27/2014,119,91.45,134.78,105.79,27.425,90.89,91.92,#N/A N/A,188.52,97.7,161.95,36.9,107.21,60.34,44.29,96.22,158.31,59.75,47.75,48.9,31.1,88.88,104.37,98.11,110.16,64.315,50.04,#N/A N/A,84.98,94.48
11/28/2014,118.93,92.42,134.36,100.6,27.64,91.36,92.51,#N/A N/A,188.41,99.4,162.17,37.25,108.25,60.16,44.83,96.81,160.09,60.4,47.81,49.645,31.15,90.43,104.45,98.63,110.08,64.5475,50.59,#N/A N/A,87.54,90.54
