Date,AAPL,AXP,BA,CAT,CSCO,CVS,DIS,DOW,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,UTX,V,VZ,WBA,WMT,XOM
1/7/2008,25.3771,49.36,82.87,68.73,26.13,38.2,31.16,#N/A N/A,194.73,25.37,100.05,22.89,66.86,41.34,31.655,58.03,81.11,57.92,34.61,15.5275,23.23,72.49,52.04,56.88,74.67,#N/A N/A,40.3251,#N/A N/A,46.56,91.22
1/8/2008,24.4386,47.9,79.65,67.17,25.43,37.58,30.51,#N/A N/A,189.61,24.73,97.5,22.26,67.04,39.62,31.81,57.11,80.27,59.58,33.45,15.4575,23.46,72.6,50.35,56.13,71.67,#N/A N/A,38.8368,#N/A N/A,45.95,90.18
1/9/2008,25.6286,49.08,80.3,67.23,26.24,37.19,30.16,#N/A N/A,191.75,24.73,98.31,22.75,67.8,40.26,32.635,57.47,80.19,60.5,34.44,15.4925,23.92,72.54,51.13,56.19,71.96,#N/A N/A,39.5065,#N/A N/A,46.9,91.56
1/10/2008,25.4314,48.92,82.36,67.41,26.24,37.63,30.67,#N/A N/A,196.91,25.28,99.92,22.54,67.91,41.33,32.78,58.17,80.21,60.47,34.33,15.635,24.08,72.48,51.57,56.09,72.39,#N/A N/A,40.4181,#N/A N/A,48.4,91.66
1/11/2008,24.6543,44,80.52,66.01,25.85,36.77,30.32,#N/A N/A,198.74,24.71,97.67,21.97,67.88,40.86,31.885,54.32,77.58,60.55,33.92,15.175,24.02,70.18,51.46,55.91,71.68,#N/A N/A,39.5344,#N/A N/A,47.72,90.3
1/14/2008,25.54,44.5,81.67,67.27,26.29,36.33,30.35,#N/A N/A,201.65,25.39,102.93,23.08,67.95,41.36,32.15,54.96,78.5,59.78,34.39,15.1825,23.97,70.29,51.05,55.42,72.19,#N/A N/A,39.9902,#N/A N/A,47.67,90.83
1/15/2008,24.1486,42.77,77.86,65.4,25.85,36.02,29.85,#N/A N/A,193.29,25.37,101.83,22.69,67.76,39.17,31.805,53.76,77.18,58.18,34,14.265,23.59,69.7,49.68,54.95,71.36,#N/A N/A,39.2275,#N/A N/A,46.99,89.02
1/16/2008,22.8271,44.24,79.87,64.27,25.14,37.1,29.83,#N/A N/A,197.5,26.34,101.63,19.88,68.31,41.43,31.325,52.41,77.3,58.35,33.24,14.4175,23.4,68.84,50.15,55.28,71.04,#N/A N/A,39.367,#N/A N/A,47.49,86.53
1/17/2008,22.8114,42.67,79.52,62.47,24.4,36.97,28.77,#N/A N/A,190.98,26.25,101.1,19.35,67.83,40.04,31.02,51.98,74.96,54.87,33.01,13.995,22.96,68.07,47.43,54.37,68.09,#N/A N/A,38.0554,#N/A N/A,47.48,83.91
1/18/2008,23.0514,43.61,78.4,62.81,24.31,36.92,28.51,#N/A N/A,187.21,26.28,103.4,19,66.29,39.59,30.37,52.4,74.91,53.32,33.01,14.125,22.5,67.15,46.19,54.4,68.05,#N/A N/A,36.3624,#N/A N/A,47.58,85.08
1/21/2008,23.0514,43.61,78.4,62.81,24.31,36.92,28.51,#N/A N/A,187.21,26.28,103.4,19,66.29,39.59,30.37,52.4,74.91,53.32,33.01,14.125,22.5,67.15,46.19,54.4,68.05,#N/A N/A,36.3624,#N/A N/A,47.58,85.08
1/22/2008,22.2343,43.34,77.6,63.82,23.48,37.28,28.12,#N/A N/A,190.69,28.2,101.31,18.61,65.27,40.86,29.395,52.45,75.16,51.35,31.96,14.3225,22.16,65.13,46.17,51.22,67.24,#N/A N/A,35.1903,#N/A N/A,49.15,82.45
1/23/2008,19.85,46.32,76.46,65.12,24.1,37.1,28.49,#N/A N/A,199.81,29.95,106.25,19.94,64.33,45.67,29.415,52.99,76.04,50.3,31.98,14.38,22.81,66.26,46.39,50.28,71.01,#N/A N/A,35.4322,#N/A N/A,50.12,83.36
1/24/2008,19.3714,47.11,77.62,65.25,25.11,36.19,29.23,#N/A N/A,199.2,29.56,106.91,20.69,63.51,44.96,29.94,54,75.73,49.56,33.25,14.3525,23.05,66.15,46.41,49.82,72.56,#N/A N/A,35.5624,#N/A N/A,48.91,86
1/25/2008,18.5729,45.44,77.03,65.93,24.2,35.56,28.68,#N/A N/A,191.37,28.53,104.52,20,62.46,43.64,29.205,54.1,75.51,47.79,32.94,14,22.61,65.31,45.43,50,72.75,#N/A N/A,35.1252,#N/A N/A,48.09,83.94
1/28/2008,18.5729,47.4,77.6,68.21,24.1,35.49,29.37,#N/A N/A,196.25,29.14,104.98,20.29,63.07,45.57,29.705,51.07,77.44,49.25,32.72,14.3225,22.99,65.29,48,52,73.73,#N/A N/A,35.4508,#N/A N/A,48.71,85.13
1/29/2008,18.7914,47.8,80.96,68.99,24.06,36.31,28.8,#N/A N/A,196.05,29.71,106.1,20.5,62.97,47.45,29.275,50.75,78.02,48.01,32.6,14.3375,23.18,64.68,47.63,50.78,73.18,#N/A N/A,36.0089,#N/A N/A,49.01,85.08
1/30/2008,18.8829,47.34,82.92,68.44,24.36,36.02,29.41,#N/A N/A,198.52,29.38,105.67,20.69,62.2,47.35,28.885,51.01,78.22,46.69,32.2,14.85,23.1,65.09,47.83,50.22,72.89,#N/A N/A,35.6089,#N/A N/A,49.16,85.28
1/31/2008,19.3371,49.32,83.18,71.14,24.5,39.07,29.93,#N/A N/A,200.77,30.67,107.34,21.2,63.26,47.55,29.585,53.55,79.65,46.28,32.6,15.44,23.39,65.95,48.1,50.84,73.41,#N/A N/A,36.1298,#N/A N/A,50.88,86.4
2/1/2008,19.1071,49.6,82.76,71.76,24.94,39.9,30.66,#N/A N/A,207.78,30.45,109.08,21.78,63.36,48.25,29.63,54.22,81.21,45.98,30.49,15.6275,23.59,66.05,49.63,50.1,74.12,#N/A N/A,36.0461,#N/A N/A,51.18,85.95
2/4/2008,18.8071,47.66,82.9,70.95,23.82,39.25,30.9,#N/A N/A,200.8,29.35,107.93,21.2,63.47,46.22,29.315,53.88,80.57,47.47,30.19,15.185,23.63,66.15,48.82,49.9,74.05,#N/A N/A,35.9159,#N/A N/A,50.07,85.44
2/5/2008,18.48,45.7,81.69,67.52,23.26,38,30.07,#N/A N/A,189.86,27.99,105.02,20.1,62.87,43.89,28.7,53.84,79.09,45.95,29.03,14.95,22.96,65.04,47.23,49.4,72.35,#N/A N/A,34.2601,#N/A N/A,49.56,82.11
2/6/2008,17.4286,45.87,79.91,67.98,23.08,38.35,31.5,#N/A N/A,187.17,27.65,103.59,19.9,63.05,43.72,28.855,53.73,79.18,45.71,28.52,15.0075,22.59,65.31,47.35,49.38,71.87,#N/A N/A,34.1391,#N/A N/A,48.83,81.44
2/7/2008,17.32,46.45,79.75,68.32,23.38,39.16,31.72,#N/A N/A,190.46,28.4,102.34,20.05,62.81,45.11,29.225,54.46,79.12,45.7,28.12,15.19,22.67,65.77,47.25,49.03,71.47,#N/A N/A,34.3717,#N/A N/A,49.84,81.89
2/8/2008,17.9571,44.98,79.33,68.01,23.59,39.56,32.12,#N/A N/A,187.07,27.97,103.27,20.27,62.03,43.82,29.625,55.64,78.56,44.53,28.56,15.16,22.3,65.02,46.56,48.2,71.35,#N/A N/A,33.8787,#N/A N/A,48.76,81.71
2/11/2008,18.4929,44.63,81.13,69.42,23.52,40.17,31.93,#N/A N/A,185.87,28.69,105.14,20.68,61.88,43.35,29.75,55.98,79.28,45.31,28.21,15.165,22.2,66,45.91,48.22,71.57,#N/A N/A,34.2229,#N/A N/A,49.6,83.22
2/12/2008,17.8371,45.08,83.56,70,23.43,40.36,32.03,#N/A N/A,180.65,28.38,106.53,20.9,62.97,43.31,29.96,56.37,79.1,46.53,28.34,15.3425,22.68,67.16,47.73,48.27,72.82,#N/A N/A,34.9391,#N/A N/A,50.25,84.38
2/13/2008,18.4857,46.85,85.48,71.65,24.06,40.72,32.78,#N/A N/A,180.18,28.34,108.42,21.21,63.41,44.1,29.695,56.64,81.38,47.57,28.99,15.6375,22.74,67,48,46.97,73.52,#N/A N/A,35.9624,#N/A N/A,50.66,85.49
2/14/2008,18.2086,45.69,85.22,70.44,23.53,39.82,32.32,#N/A N/A,176.56,27.51,106.13,20.46,62.79,42.61,29.275,55.58,80.29,46.9,28.5,15.575,22.45,66.63,47.29,46.61,72.65,#N/A N/A,35.367,#N/A N/A,49.97,85.55
2/15/2008,17.8043,45.11,85.18,69.95,23.28,39.72,32.49,#N/A N/A,178.41,27.52,106.16,20.11,62.9,43.25,29.38,55.3,79.95,47.53,28.42,15.5725,22.33,66.3,47.87,47.74,71.53,#N/A N/A,35.1903,#N/A N/A,49.44,85.37
2/18/2008,17.8043,45.11,85.18,69.95,23.28,39.72,32.49,#N/A N/A,178.41,27.52,106.16,20.11,62.9,43.25,29.38,55.3,79.95,47.53,28.42,15.5725,22.33,66.3,47.87,47.74,71.53,#N/A N/A,35.1903,#N/A N/A,49.44,85.37
2/19/2008,17.4886,44.55,85.37,70.4,22.86,40.08,32.19,#N/A N/A,173.8,27.31,105,20.16,63.66,42.83,29.05,55.64,79.85,47.14,28.18,15.28,22.37,66.35,47.87,48.13,71.95,#N/A N/A,32.874,#N/A N/A,49.66,87.01
2/20/2008,17.6886,45.3,84,71.25,23.2,40.51,32.58,#N/A N/A,177.25,27.72,107.85,20.38,63.23,43.15,29.115,56.2,79.94,47.02,28.22,15.3,22.47,66.17,48.16,48.1,72.05,#N/A N/A,32.781,#N/A N/A,49.7,88.1
2/21/2008,17.3629,44.68,82.01,70.79,23.19,40.24,32.27,#N/A N/A,175.17,27.39,106.93,20.3,62.98,43.07,28.995,55.23,78.96,46.13,28.1,15.08,22.4,65.96,47.06,47.8,70.89,#N/A N/A,32.8926,#N/A N/A,49.79,86.92
2/22/2008,17.0657,45.06,83.04,71.18,23.6,40.16,32.57,#N/A N/A,177.71,27.77,108.07,19.82,63.18,43.93,29.13,55.69,79.67,46.07,27.68,15.1475,22.5,66.21,47.9,47.36,72.23,#N/A N/A,33.674,#N/A N/A,49.97,87.17
2/25/2008,17.1057,45.21,84.66,72.25,23.8,40.26,32.89,#N/A N/A,177.36,28.82,110.08,19.94,63.85,44.03,29.385,56.05,81,46.79,27.84,15.3975,22.78,66.68,49.03,47.98,73.41,#N/A N/A,33.9717,#N/A N/A,50.33,89.13
2/26/2008,17.0214,45.81,84.57,73.3,24.07,40.09,32.89,#N/A N/A,172.7,28.83,114.38,20.69,63.72,43.72,29.76,56.45,81.29,46.39,28.38,15.6525,22.83,67.68,50.03,48.93,73.29,#N/A N/A,34.2415,#N/A N/A,51.4,89.89
2/27/2008,17.5657,46.07,83.95,74.22,25.01,40.48,33.1,#N/A N/A,180.8,28.91,116.46,20.77,63.04,44.41,30.025,55.33,80.48,45.44,28.28,15.595,22.75,67.21,49.25,49.17,72.93,#N/A N/A,33.8508,#N/A N/A,51.43,89.39
2/28/2008,18.5586,44.42,84.8,74.39,24.66,40.93,32.54,#N/A N/A,176.7,27.71,115.24,20.49,62.71,42.44,29.73,54.62,79.8,45.2,27.93,15.51,22.55,66.97,48.1,48.01,72.17,#N/A N/A,34.5857,#N/A N/A,50.7,89.38
2/29/2008,17.86,42.3,82.79,72.33,24.37,40.38,32.41,#N/A N/A,169.63,26.55,113.86,19.95,61.96,40.65,29.23,54.11,78.4,44.3,27.22,15.05,22.28,66.18,46.41,46.48,70.51,#N/A N/A,33.7857,#N/A N/A,49.59,87.01
3/3/2008,17.39,42.08,80.67,73.2,24.4,40.09,32.41,#N/A N/A,165.08,27.09,114.23,20.01,62.23,39.82,29.51,53.16,78.49,44.06,26.99,15.0225,22.25,66.35,46.5,46.35,69.4,#N/A N/A,33.7578,#N/A N/A,49.89,87.75
3/4/2008,17.8029,42.65,79.62,71.74,24.29,40.92,31.87,#N/A N/A,163.6,26.87,115.71,20,62.64,39.19,29.685,53.63,78.41,43.76,27.59,15.1075,22.24,66.05,46.63,46.76,68.9,#N/A N/A,33.1996,#N/A N/A,49.87,86.69
3/5/2008,17.7857,42.23,80.78,71.85,24.28,40.28,31.64,#N/A N/A,164.97,26.76,115.39,20.21,63.13,38.69,29.84,53.94,78.93,43.25,28.14,15.2025,22.04,66.68,47.49,47.22,69.73,#N/A N/A,33.4415,#N/A N/A,49.59,87.19
3/6/2008,17.35,41.29,79.51,70.75,23.95,39.2,31.25,#N/A N/A,158.65,25.76,112.52,19.92,62.63,37.37,29.55,53.04,77.95,42.39,27.57,14.895,21.59,66.51,46.5,45.81,68.83,#N/A N/A,32.8182,#N/A N/A,49.98,84.51
3/7/2008,17.4643,41.53,76.6,69.84,24.11,38.91,30.76,#N/A N/A,160.07,25.88,113.94,20.07,61.51,37.56,29.425,52.27,76.51,41.75,27.87,14.56,21.35,65.8,46.63,45.21,67.49,#N/A N/A,32.6322,#N/A N/A,49.9,82.49
3/10/2008,17.0986,40.04,74.38,68.72,23.99,38.66,30.46,#N/A N/A,155.58,25,114.01,20.12,61.33,36.48,29.33,53.8,75.48,41.26,28.05,14.2425,21.15,65.76,46.26,45.07,66.23,#N/A N/A,31.9717,#N/A N/A,48.85,82.46
3/11/2008,18.1986,43.83,73.4,72.61,25.15,39.74,31.19,#N/A N/A,163.07,26.2,116.49,21.21,62.44,38.84,29.735,54.25,77.95,42.32,29.3,14.48,21.72,66.66,48.53,38.24,68.37,#N/A N/A,32.7531,#N/A N/A,50.25,86.68
3/12/2008,18.0043,42.74,72.45,75.25,25.14,39.37,31.41,#N/A N/A,163.01,26.13,117.07,21.12,62.55,38.61,29.595,53.7,78.42,42.45,28.63,14.94,21.28,67.04,46,36.68,68.2,#N/A N/A,32.1671,#N/A N/A,50.29,85.97
3/13/2008,18.2771,42.7,74.18,75.67,24.95,39.94,31.33,#N/A N/A,165.44,26.48,115.91,21.28,62.81,38.11,29.465,54.89,79.08,41.93,28.62,15.2575,21.21,67.36,46.83,38.28,68.51,#N/A N/A,32.2508,#N/A N/A,50.6,87.05
3/14/2008,18.0871,41.01,76.11,74.79,24.32,38.61,30.78,#N/A N/A,156.86,25.75,115.11,20.66,62.65,36.54,28.765,54.78,77.53,40.97,27.93,14.99,20.64,66.7,44.92,37.19,67.64,#N/A N/A,31.4601,#N/A N/A,49.82,85.91
3/17/2008,18.1043,41.71,75.49,74.46,24.29,37.52,30.46,#N/A N/A,151.02,25.7,115.55,20.85,64.04,40.31,28.845,54.28,78.51,41.85,28.3,14.815,20.57,67.05,45.97,33.84,67.56,#N/A N/A,32.195,#N/A N/A,49.95,85.79
3/18/2008,19,43.71,76.53,76.87,25.61,39.25,31.72,#N/A N/A,175.59,27.19,118.41,21.75,65.31,42.71,29.705,54.85,80.95,43.19,29.48,15.4175,21,68.54,47.75,35.06,69.83,#N/A N/A,32.8275,#N/A N/A,50.98,88.47
3/19/2008,18.5243,42,73.45,73.73,24.46,39.14,31.24,#N/A N/A,166.49,26.84,116.94,21.09,64.88,42.47,29.98,53.66,79.47,42.99,28.62,15.4575,20.61,67.81,46.41,35.55,68.76,14.125,32.6787,#N/A N/A,50.78,84.43
3/20/2008,19.0414,45.98,74.8,73.86,24.74,39.85,31.9,#N/A N/A,179.63,28.06,118.33,21.73,65.38,45.97,30.52,54.42,77.98,43.36,29.22,16.8175,20.59,69.37,47.79,35.32,69.01,16.0875,33.5996,#N/A N/A,53.23,85
3/21/2008,19.0414,45.98,74.8,73.86,24.74,39.85,31.9,#N/A N/A,179.63,28.06,118.33,21.73,65.38,45.97,30.52,54.42,77.98,43.36,29.22,16.8175,20.59,69.37,47.79,35.32,69.01,16.0875,33.5996,#N/A N/A,53.23,85
3/24/2008,19.95,47.41,76.29,76.03,25.71,40.86,32.04,#N/A N/A,178.88,29.26,119.06,22.21,64.89,46.55,30.59,55.7,78.64,44.25,29.21,17.27,20.61,69.97,47.69,35.71,70.34,14.9325,34.3903,#N/A N/A,53.62,85.8
3/25/2008,20.14,47.51,75.9,76.64,25.75,41.15,32.08,#N/A N/A,179.63,28.76,117.97,22.27,64.55,46.06,30.705,56.2,78.98,44.67,29.14,17.0925,20.78,69.54,47.76,35.28,70.16,15.8125,34.3252,#N/A N/A,53.05,85.2
3/26/2008,20.7229,45.36,76.3,77.36,24.81,41.25,31.76,#N/A N/A,175.48,28.16,116.91,21.87,64.7,44.11,30.575,55.6,78.66,44.7,28.57,16.5675,20.69,69.62,47.55,34.1,69.61,15.99,33.6182,#N/A N/A,52.9,86.26
3/27/2008,20.0357,44.83,74.22,77.03,24.18,40.89,31.38,#N/A N/A,168.14,27.79,115.52,21.09,64.62,42.86,30.655,55.45,77.86,44.78,28.05,16.495,20.56,69.41,47.46,34,69.41,15.7275,33.4508,#N/A N/A,52.37,86.2
3/28/2008,20.43,43.15,73.47,77.09,24.08,40.85,31,#N/A N/A,164.45,27.38,114.57,20.79,64.18,42.71,30.47,55.48,77.95,44.51,27.91,16.465,20.5,69.44,47.42,34.4,68.55,15.69,33.3485,#N/A N/A,52.12,85.22
3/31/2008,20.5,43.72,74.37,78.29,24.09,40.51,31.38,#N/A N/A,165.39,27.97,115.14,21.18,64.87,42.95,30.435,55.77,79.15,37.95,28.38,17,20.93,70.07,47.85,34.36,68.82,15.59,33.9066,#N/A N/A,52.68,84.58
4/1/2008,21.3729,47.09,75.88,79.98,25.01,41.17,31.91,#N/A N/A,176.86,29.48,116.49,21.97,65.87,47,30.72,56.91,81.32,38.32,29.52,17.3925,21.38,71.14,50.55,36.25,71.24,15.4025,35.3106,#N/A N/A,54.08,87.02
4/2/2008,21.07,46.65,76.85,78.51,24.96,39.98,31.56,#N/A N/A,176.87,29.16,114.81,21.85,65.31,46.24,30.23,56.66,80.91,37.1,29.16,16.9925,21.51,70.48,49.94,35.96,71.18,15.58,35.4695,#N/A N/A,54.46,88.52
4/3/2008,21.6586,46.68,76.14,77.07,24.23,39.86,31.53,#N/A N/A,176.53,29.22,116.02,21.93,65.27,46.28,30.28,56.24,80.17,38.36,29,17.225,21.34,70.47,49.39,36.15,70.76,16.375,35.5722,#N/A N/A,54.93,88.23
4/4/2008,21.8686,46.11,75.65,77.83,24.4,40.3,31.24,#N/A N/A,175.4,28.79,115.76,21.84,65.73,45.57,30.125,55.72,80.52,40,29.16,17.1275,21.35,70.6,49.3,36.5,71.73,16.12,34.8901,#N/A N/A,54.4,88.74
4/7/2008,22.27,46.55,74.98,77.25,23.94,40.99,31.52,#N/A N/A,178.73,28.5,116.31,21.75,66.14,45.54,30.185,55.65,80.19,40.78,29.16,16.7075,21.48,70.51,50.18,36.67,71.79,16.26,34.9462,#N/A N/A,54.23,88.92
4/8/2008,21.8343,46.47,75.02,77.59,23.96,40.88,31.07,#N/A N/A,178.9,28.18,116.27,21.08,66.32,44.86,30.255,55.87,79.88,40.9,28.75,16.6325,21,70.65,48.88,38.08,71.8,17.0225,34.3388,#N/A N/A,54.45,89.61
4/9/2008,21.6343,45.08,78.6,76.16,23.53,40.59,30.85,#N/A N/A,174.14,27.67,116.77,21.42,66.29,44.3,30.39,55.74,79.59,40.94,28.89,16.61,20.89,70.21,49.03,37.28,70.81,16.4475,33.6567,#N/A N/A,54.14,89.7
4/10/2008,22.0786,45.06,78.43,75.71,24.04,41.07,31.35,#N/A N/A,170.55,28.38,118.78,22.08,66.33,43.86,30.665,55.85,80.35,41.71,29.11,16.8425,20.92,70.18,49.24,36.6,71.85,16.5275,33.4792,#N/A N/A,54.66,89.55
4/11/2008,21.02,43.39,76.86,74.8,23.38,40.15,30.18,#N/A N/A,167.3,28.17,116,21.24,66,42.53,30.145,55.4,78.47,41.14,28.28,16.6725,20.45,70,49.3,35.87,69.53,16.5275,33.255,#N/A N/A,54.8,88.62
4/14/2008,21.1114,42.72,77.22,75.54,23.31,39.82,30.04,#N/A N/A,163.59,27.91,117.28,20.69,65.74,41.5,30.5,55.54,78.26,41.4,28.06,16.515,20.56,70.12,49,36.29,69.99,16.42,33.0214,#N/A N/A,55.15,89.7
4/15/2008,21.1971,43.15,75.7,75.95,23.11,39.79,29.93,#N/A N/A,164.2,27.93,117.17,20.91,65.65,42.12,30.47,55.96,78.84,41.22,28.25,16.455,20.71,70.23,48.73,37.24,70.84,16.0875,32.8064,#N/A N/A,56.27,90.8
4/16/2008,21.9886,43.75,76.67,79.02,23.83,40.15,30.32,#N/A N/A,169.05,28.02,120.47,22.18,65.7,44.96,30.575,57.14,80.69,40.31,28.99,16.5175,21.1,69.27,49.38,35.8,72.63,16.535,33.4979,#N/A N/A,57.06,92.89
4/17/2008,22.07,44.7,76.91,78.59,23.89,40.42,30.78,#N/A N/A,172.1,28.12,123.08,22.11,65.76,45.12,30.34,57.33,80.65,39.22,29.22,16.8875,20.4,67.56,49.71,36.7,70.79,16.76,33.4979,#N/A N/A,56.67,93.38
4/18/2008,23.0257,45.53,78.66,85.28,24.51,40.58,31.33,#N/A N/A,179.93,28.68,124.4,22.57,66.51,45.76,30.055,58.3,82.9,39.76,30.01,16.9725,20.47,67.17,50.31,37.25,72.51,17.25,33.6661,#N/A N/A,56.31,94
4/21/2008,24.0229,45.7,79.09,83.33,24.89,40.12,31.46,#N/A N/A,180.4,28.98,124.35,22.46,66.32,45.23,30.175,58.67,82.34,39.63,30.42,17.155,20.2,67.8,49.3,37.81,72.09,17.7425,33.6007,#N/A N/A,56.38,94.26
4/22/2008,22.8857,43.97,78.56,82.01,24.92,39.88,31.29,#N/A N/A,179.76,28.52,123.67,21.99,66.99,45.65,29.945,58.35,81.18,38.51,30.25,17.0075,19.79,67.47,48.79,34.15,71.44,17.57,33.3858,#N/A N/A,56.55,94.39
4/23/2008,23.27,44.38,82.09,81.69,25.44,40.64,31.64,#N/A N/A,179.35,28.13,123.6,22.56,67.26,45.15,30.16,58.69,80.63,38.62,31.45,16.895,19.88,67.17,48.29,34.73,71.86,17.52,33.9464,#N/A N/A,56.92,94.22
4/24/2008,24.1343,45.18,83,81.82,26,40.75,31.94,#N/A N/A,188.79,28.92,124.19,22.68,67.37,46.97,30.125,59.58,79.13,39.97,31.65,17.015,20.06,66.83,50.68,33.59,72.7,18.075,33.9744,#N/A N/A,57.45,92.6
4/25/2008,24.2471,47.77,84.84,82.25,25.6,40.93,32.36,#N/A N/A,192,29.78,123.08,22.56,67.31,47.79,29.665,59.67,77.82,40.72,29.83,17.185,20.43,66.55,50.21,33.99,72.68,18.775,34.6098,#N/A N/A,57.65,92.46
4/28/2008,24.6057,47.89,84.98,83.03,25.35,41.03,32.43,#N/A N/A,190.24,29.73,121.69,22.71,67.32,47.34,29.49,59.59,77.13,41.44,28.97,16.955,20.23,66.21,50.76,33.64,73.04,18.9075,35.4601,#N/A N/A,57.35,92.45
4/29/2008,25.0071,48.01,85.53,81.51,25.51,41.27,32.76,#N/A N/A,192.68,29.36,122.85,22.62,67.19,47.08,29.36,60.2,76.86,37.14,28.64,17.0575,20.24,65.9,49.67,33.4,73.11,20.22,35.7031,#N/A N/A,58.61,91.79
4/30/2008,24.85,48.02,84.86,81.88,25.64,40.37,32.43,#N/A N/A,191.37,28.8,120.7,22.26,67.09,47.65,29.435,59.58,76.9,38.04,28.52,16.7,20.11,67.05,50.4,32.63,72.47,20.8625,35.9553,#N/A N/A,57.98,93.07
5/1/2008,25.7143,51.33,85.41,82.35,26.67,40.79,33.3,#N/A N/A,199.05,29.87,123.61,23.29,67.81,49.25,29.545,60.92,77.84,38.95,29.4,16.9525,20.44,67.03,52.15,32.9,74.5,21.35,36.7402,#N/A N/A,58.07,89.7
5/2/2008,25.8486,50.4,85.69,82.8,26.75,40.43,33.49,#N/A N/A,200.27,30.12,123.18,23.58,68.26,48.66,29.385,60.95,78.55,39.37,29.24,16.915,20.61,66.8,52.06,33.47,75.1,20.6875,36.9925,#N/A N/A,57.5,89.61
5/5/2008,26.3886,50.42,85.92,82.75,26.28,41.81,33.29,#N/A N/A,197.12,29.37,122.03,23.22,67.9,48,29.19,60.87,77.55,38.98,29.08,16.745,20.52,66.65,51.75,33.07,74.62,21.265,36.3478,#N/A N/A,56.97,89.51
5/6/2008,26.6657,50.96,86.15,83.23,26.33,41.51,33.73,#N/A N/A,197.61,29.28,122.82,23.58,67.58,48.2,29.135,60.49,77.76,38.84,29.7,16.895,20.42,66.65,51.42,32.8,74.68,21.8825,36.3384,#N/A N/A,56.35,90.07
5/7/2008,26.0843,48.7,84.55,81.63,25.79,41.53,34.7,#N/A N/A,189.76,28.56,124.14,23.19,66.91,46.57,28.515,59.38,76.68,39.01,29.2,16.6875,19.92,65.8,50.51,32.66,73.03,22.125,35.7685,#N/A N/A,56.83,88.82
5/8/2008,26.4371,48.85,84.76,82.42,25.7,41.52,34.56,#N/A N/A,187.72,27.92,124.92,23.4,66.9,46.05,28.145,59.77,76.95,39.09,29.27,16.2,19.97,65.92,50.25,33,74.06,21.825,35.7404,#N/A N/A,57.16,89.93
5/9/2008,26.2071,48.96,84.06,81.76,25.49,41.34,34.3,#N/A N/A,188.09,27.98,124.06,23.37,66.55,46.57,28.075,59.24,76.32,38.99,29.39,16.2175,19.79,65.21,50.18,32.94,73.13,20.715,35.4227,#N/A N/A,57.18,88.82
5/12/2008,26.88,49.95,84.8,83.82,25.84,41.19,34.77,#N/A N/A,192.08,28.64,125.24,23.64,66.71,47.24,28.2,60.87,77.67,39.62,29.99,16.335,19.91,65.35,51.22,32.78,74.57,20.475,35.5629,#N/A N/A,58.02,89.19
5/13/2008,27.1371,49.01,85.08,84.07,25.89,41.13,34.33,#N/A N/A,190.33,28.75,126.58,23.76,66.41,45.48,28.25,61.17,77.18,39.17,29.78,16.415,19.97,65.73,50.36,32.55,74.92,20.595,35.6096,#N/A N/A,56.65,89.68
5/14/2008,26.6086,49.5,85.69,82.75,25.75,42.19,34.8,#N/A N/A,190.13,29.12,127.52,23.84,66.81,45.91,28.27,60.44,77.73,39.83,29.93,16.86,20.06,65.5,51.19,32.02,75.16,20.5575,36.3945,#N/A N/A,57.45,89.91
5/15/2008,27.1043,49.86,85.55,83.5,26.5,43.19,34.99,#N/A N/A,188.62,29.53,128.46,24.97,66.68,47.02,28.505,60.86,77.86,40,30.47,17.005,20.08,66.36,51.64,31.7,74.29,20.5625,36.3478,#N/A N/A,57.12,91.3
5/16/2008,26.8214,48.68,85.17,83.7,26.51,43.42,34.91,#N/A N/A,187.14,29.1,127.82,25,66.68,46.53,28.535,60.53,78.66,40,30.01,16.8825,20.03,66.75,50.82,32.32,73.96,20.5925,36.2263,#N/A N/A,57.04,92.67
5/19/2008,26.2286,48.56,87.07,84.28,26.37,43.01,34.72,#N/A N/A,184.4,28.87,126.49,24.88,66.63,45.99,28.76,60.45,79.05,40.02,29.46,16.945,20.23,66.86,50.67,33.44,74.36,20.83,36.5347,#N/A N/A,56.4,94.36
5/20/2008,26.5571,47.31,85.14,83.84,25.85,42.69,34.09,#N/A N/A,182.43,27.37,125.18,24.09,66.15,43.7,28.545,59.68,77.53,39.74,28.76,16.76,20.05,65.86,49.84,34.05,73.4,20.685,35.348,#N/A N/A,55.95,94.56
5/21/2008,25.4557,45.48,81.19,83.4,25.37,41.97,33.66,#N/A N/A,178.6,26.93,123.62,23.66,65.73,42.42,28.325,58.78,76.12,39.13,28.25,16.2825,20.01,65.17,49.17,34.16,72.02,20.2125,34.778,#N/A N/A,55.23,93.67
5/22/2008,25.2929,46.36,81.41,82.22,25.58,42.59,33.61,#N/A N/A,177.2,26.91,124.7,23.88,65.41,43.05,29.135,58.53,76.64,39.03,28.47,16.2525,19.78,65.62,49.14,35.3,71.84,19.3275,35.0116,#N/A N/A,56.05,92.51
5/23/2008,25.8814,45.45,81.48,81.55,25.1,42.15,33.23,#N/A N/A,172.64,26.77,124.2,23.41,64.92,42.32,29.315,57.73,75.81,38.74,28.05,16.1925,19.53,65.27,48.31,34.75,70.01,19.0875,34.6472,#N/A N/A,55.75,90.7
